StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;LocationLatitude;LocationLongitude;Q_RelevantIDDuplicate;Q_RelevantIDDuplicateScore;Q_RelevantIDFraudScore;Sex;Age;Location_size;Income_year_family;Region;Selftrust_satisfied_proud_of_life;Justice_respect_for_everyone;New_ideas_creativity_originality;Caring_of_others;Show_personal_capabilities_admiration;Wellbeing_enjoying_life;Surprises_new_activities;Safe_environment_avoid_dangers;Being_rich_owning_expensive_stuff;Obeying_always_following_rules;Being_content_dont_ask_more;Trust_in_future_optimism;Listening_others_opinions;Being_free_to_choose_plans_activities;Loyal_with_friends_caring_near_people;Being_successful_impressionate_others;Having_fun_pleasure;Lokking_for_adventures_risk_exciting;Country_safe_from_threats_int_ext_stable_order;Command_on_others;Good_manners_dont_disturb;Religious;Not_alone_in_life;Nature_environment;Social_networks_phone;Social_network_computer;TV;Radio;Podcast;Newspaper_print;Newspaper_phone;Newspaper_computer;Magazines;Party_to_vote_important_features;Liberism;Sovranism;Conservatorism;Authoritarianism;Politics_interested;Importance_of_elections_italy;Importance_of_elections_europe;Voting_not_important;Importance_of_information;Politics_impacts_on_life;Political_orientation;Vote_italy_2013;Vote_europe_2014;Vote_italy_2018;Vote_italy_2019_intentionality;Vote_europe_2019_intentionality;Status;Location_grow_up;Study_title;Work;isNew;Q_TotalDuration;enc;gc;age
25/04/19 04:49;25/04/19 04:54;IP Address;82.55.132.69;100;305;TRUE;25/04/19 04:54;437.747.955.322.265.000;114.311.065.673.828.000;;2;0;Femmina;63;Tra 10-49.999 persone;Da 20-39.999 euro;Toscana;5 - simile;5 - simile;6 - molto simile;6 - molto simile;4 - leggermente simile;5 - simile;5 - simile;6 - molto simile;1 - molto diversa;6 - molto simile;5 - simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;1 - molto diversa;4 - leggermente simile;1 - molto diversa;6 - molto simile;1 - molto diversa;6 - molto simile;3 - leggermente diversa;5 - simile;6 - molto simile;3;3;4;3;1;4;1;2;3;Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Salario e diritti dei lavoratori,Prezzi e costo della vita;32;50;-35;-50;7;7;7;1;6;7;Di Centro;Movimento 5 Stelle;Lega Nord;Movimento 5 Stelle;Lega;Lega;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;305;0;1;50-64
25/04/19 04:50;25/04/19 04:55;IP Address;149.154.157.17;100;287;TRUE;25/04/19 04:55;42.783.294.677.734.300;12.600.006.103.515.600;TRUE;100;50;Femmina;20;Tra 50-99.999 persone;Fino a 20.000 euro;Campania;3 - leggermente diversa;6 - molto simile;5 - simile;6 - molto simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;4 - leggermente simile;6 - molto simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;4 - leggermente simile;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;6 - molto simile;5 - simile;5 - simile;5;4;5;3;1;1;3;3;1;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Occupazione,Salario e diritti dei lavoratori,Pensioni e assistenza sociale,Migrazione e confini;0;-30;50;-31;5;6;6;6;7;7;Di Sinistra;Movimento 5 Stelle;Movimento 5 Stelle;Fratelli d'Italia;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Nubile/Celibe;Grande città (500.000+ abitanti);Diploma di scuola superiore o equivalente;Sono uno/a studente;;287;0;1;18-24
25/04/19 04:44;25/04/19 04:55;IP Address;5.90.12.118;100;684;TRUE;25/04/19 04:55;444.048.004.150.390.000;894.439.697.265.625;;2;0;Maschio;41;Tra 2.000-4999 persone;Da 20-39.999 euro;Piemonte;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;6 - molto simile;6 - molto simile;2 - diversa;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;6 - molto simile;6 - molto simile;2 - diversa;5 - simile;3 - leggermente diversa;5 - simile;1 - molto diversa;5 - simile;1 - molto diversa;6 - molto simile;6 - molto simile;2;1;4;4;1;3;4;2;4;Occupazione,Salario e diritti dei lavoratori,Prezzi e costo della vita;4;-27;8;21;4;6;5;1;5;6;Di Centro;Movimento 5 Stelle;Forza Italia;Movimento 5 Stelle;Movimento 5 Stelle;Forza Italia;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Lavoro come dipendente;;684;0;1;35-49
25/04/19 04:44;25/04/19 04:55;IP Address;93.71.83.101;100;697;TRUE;25/04/19 04:55;45.470.703.125;918.890.380.859.375;;2;5;Femmina;58;Tra 10-49.999 persone;Fino a 20.000 euro;Lombardia;2 - diversa;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;3 - leggermente diversa;3 - leggermente diversa;5 - simile;2 - diversa;4 - leggermente simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;5 - simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;2 - diversa;5 - simile;2 - diversa;3 - leggermente diversa;2 - diversa;5 - simile;5 - simile;4;4;4;1;1;1;1;2;1;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Occupazione,Ambiente,Salute,Prezzi e costo della vita;-20;-22;-33;-11;4;6;6;2;6;6;Di Sinistra;Centro-Sinistra;Non ho votato;Altro;Non ho ancora deciso chi votare;La Sinistra;Separata/o;Grande città (500.000+ abitanti);Diploma di scuola superiore o equivalente;Sono in pensione;;697;0;1;50-64
25/04/19 04:49;25/04/19 04:56;IP Address;95.238.73.113;100;438;TRUE;25/04/19 04:56;456.266.937.255.859.000;9.324.493.408.203.120;;2;0;Femmina;57;Tra 5000-9999 persone;Da 20-39.999 euro;Lombardia;3 - leggermente diversa;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;6 - molto simile;5 - simile;3 - leggermente diversa;5 - simile;5 - simile;4 - leggermente simile;5 - simile;6 - molto simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;2 - diversa;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;5 - simile;4;3;5;3;2;2;2;2;2;Diritti per le donne e le minoranze,Salute,Prezzi e costo della vita,Sicurezza e Difesa;8;-29;-40;-16;3;4;4;4;4;4;Apolitico;Non ho votato;Non ho votato;Non ho votato;Non ho intenzione di votare;Non andrei a votare;Sposata/o o convivi;Grande città (500.000+ abitanti);Diploma di scuola superiore o equivalente;Mi prendo cura di casa e famiglia;;438;0;1;50-64
25/04/19 04:48;25/04/19 04:56;IP Address;5.169.103.89;100;462;TRUE;25/04/19 04:56;456.959.991.455.078.000;9.667.205.810.546.870;;;;Femmina;55;Tra 10-49.999 persone;Fino a 20.000 euro;Piemonte;2 - diversa;4 - leggermente simile;4 - leggermente simile;5 - simile;1 - molto diversa;5 - simile;4 - leggermente simile;6 - molto simile;4 - leggermente simile;3 - leggermente diversa;3 - leggermente diversa;1 - molto diversa;4 - leggermente simile;6 - molto simile;5 - simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;1 - molto diversa;4 - leggermente simile;1 - molto diversa;6 - molto simile;3 - leggermente diversa;5;1;3;2;1;5;3;2;5;Diritti per le donne e le minoranze,Occupazione,Salute,Prezzi e costo della vita,Migrazione e confini;8;-2;-33;30;2;1;1;7;7;4;Apolitico;Altro;Altro;Non ho votato;Non ho intenzione di votare;Non andrei a votare;Sposata/o o convivi;Piccola città;Licenza media;Sono un/a libero/a professionista o un/a artista;;462;0;1;50-64
25/04/19 04:52;25/04/19 05:00;IP Address;91.253.71.177;100;444;TRUE;25/04/19 05:00;431.479.034.423.828.000;121.096.954.345.703.000;;2;0;Femmina;22;Tra 50-99.999 persone;Fino a 20.000 euro;Molise;3 - leggermente diversa;6 - molto simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;6 - molto simile;6 - molto simile;3 - leggermente diversa;6 - molto simile;2 - diversa;6 - molto simile;6 - molto simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;2 - diversa;6 - molto simile;4 - leggermente simile;6 - molto simile;4 - leggermente simile;5 - simile;6 - molto simile;5;2;2;1;1;1;2;1;1;Salario e diritti dei lavoratori,Ambiente,Salute;2;1;-22;25;1;2;2;1;4;7;Apolitico;Altro;Altro;Altro;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Nubile/Celibe;Piccola città;Laurea triennale o equivalente;Sono uno/a studente;;444;0;1;18-24
25/04/19 04:58;25/04/19 05:00;IP Address;37.159.99.169;100;127;TRUE;25/04/19 05:00;38.119.293.212.890.600;1.336.749.267.578.120;;2;0;Maschio;23;Tra 5000-9999 persone;Da 20-39.999 euro;Puglia;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;3 - leggermente diversa;5 - simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;2;2;2;2;2;3;3;3;3;Occupazione,Salute,Prezzi e costo della vita;26;-18;17;-12;4;3;3;3;4;3;Apolitico;Non ho votato;Non ho votato;Non ho votato;Non ho intenzione di votare;Non ho ancora deciso chi votare;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Lavoro come dipendente;;127;0;1;18-24
25/04/19 04:52;25/04/19 05:00;IP Address;95.234.75.54;100;470;TRUE;25/04/19 05:00;411.114.959.716.796.000;168.553.924.560.546.000;;;;Maschio;44;Tra 500-999.999 persone;Da 150-299.999 euro;Lombardia;4 - leggermente simile;6 - molto simile;3 - leggermente diversa;4 - leggermente simile;2 - diversa;4 - leggermente simile;2 - diversa;6 - molto simile;3 - leggermente diversa;5 - simile;6 - molto simile;5 - simile;5 - simile;6 - molto simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;2 - diversa;5 - simile;1 - molto diversa;6 - molto simile;5 - simile;2 - diversa;6 - molto simile;5;3;2;2;1;1;1;1;1;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Salario e diritti dei lavoratori,Ambiente,Sicurezza e Difesa;0;35;20;45;1;1;1;3;2;1;Apolitico;Non ho votato;Non ho votato;Non ho votato;Lega;Lega;Sposata/o o convivi;Grande città (500.000+ abitanti);Dottorato di ricerca;Lavoro come dirigente;;470;0;1;35-49
25/04/19 04:56;25/04/19 05:00;IP Address;79.30.17.73;100;245;TRUE;25/04/19 05:00;38.080.902.099.609.300;16.041.107.177.734.300;;;;Maschio;22;Meno di 2.000 persone;Fino a 20.000 euro;Calabria;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;4 - leggermente simile;5 - simile;5;3;4;3;5;4;5;4;4;Salario e diritti dei lavoratori,Ambiente,Salute,Prezzi e costo della vita,Migrazione e confini;26;12;33;42;6;5;7;6;5;7;Di Centro;Movimento 5 Stelle;Movimento 5 Stelle;Forza Italia;Movimento 5 Stelle;Lega;Nubile/Celibe;Area rurale;Laurea triennale o equivalente;Sono uno/a studente;;245;0;1;18-24
25/04/19 04:50;25/04/19 05:00;IP Address;93.34.232.234;100;582;TRUE;25/04/19 05:00;45.429.901.123.046.800;10.984.405.517.578.100;TRUE;98;0;Maschio;66;Tra 100-499.999 persone;Fino a 20.000 euro;Veneto;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;3 - leggermente diversa;5 - simile;3 - leggermente diversa;5 - simile;1 - molto diversa;4 - leggermente simile;6 - molto simile;5;2;5;2;1;1;1;1;1;Diritti per le donne e le minoranze,Occupazione,Salario e diritti dei lavoratori,Ambiente,Salute,Sicurezza e Difesa;-10;-41;11;1;4;7;5;1;5;2;Di Destra;Movimento 5 Stelle;Movimento 5 Stelle;Movimento 5 Stelle;Movimento 5 Stelle;Lega;Sposata/o o convivi;Piccola città;Licenza media;Sono in pensione;;582;0;1;65+
25/04/19 04:54;25/04/19 05:00;IP Address;93.47.217.244;100;379;TRUE;25/04/19 05:00;4.085.260.009.765.620;1.426.849.365.234.370;;2;0;Femmina;21;Tra 10-49.999 persone;Da 20-39.999 euro;Campania;4 - leggermente simile;6 - molto simile;6 - molto simile;5 - simile;6 - molto simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;4 - leggermente simile;2 - diversa;4 - leggermente simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;4 - leggermente simile;6 - molto simile;1 - molto diversa;6 - molto simile;6 - molto simile;5;3;4;3;1;1;3;3;1;Diritti per le donne e le minoranze,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Ambiente,Prezzi e costo della vita,Affidabilità e qualità dei candidati alla tornata elettorale;28;-33;-40;-19;4;3;5;1;7;7;Di Centro-Sinistra;Non ho votato;Non ho votato;Non ho votato;Non ho intenzione di votare;Non andrei a votare;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Sono uno/a studente;;379;0;1;18-24
25/04/19 04:44;25/04/19 05:01;IP Address;213.144.82.185;100;1039;TRUE;25/04/19 05:01;446.157.989.501.953.000;748.699.951.171.875;TRUE;100;0;Femmina;63;Tra 100-499.999 persone;Da 100-149.999 euro;Piemonte;6 - molto simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;6 - molto simile;4 - leggermente simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;5;5;5;5;3;5;5;5;5;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Salario e diritti dei lavoratori,Salute,Pensioni e assistenza sociale;-15;-28;-39;36;7;7;7;1;7;7;Di Centro;Centro-Sinistra;Movimento 5 Stelle;Movimento 5 Stelle;Partito Democratico;Movimento 5 Stelle;Sposata/o o convivi;Grande città (500.000+ abitanti);Licenza media;Lavoro come dipendente;;1039;0;1;50-64
25/04/19 04:54;25/04/19 05:01;IP Address;37.116.254.46;100;408;TRUE;25/04/19 05:01;412.003.936.767.578.000;165.989.990.234.375;TRUE;98;0;Femmina;26;Tra 10-49.999 persone;Da 40-59.999 euro;Puglia;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;5 - simile;5 - simile;3 - leggermente diversa;3 - leggermente diversa;3 - leggermente diversa;5 - simile;4 - leggermente simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;5 - simile;2 - diversa;1 - molto diversa;3 - leggermente diversa;1 - molto diversa;4 - leggermente simile;6 - molto simile;5;4;3;4;4;5;2;1;5;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Ambiente,Salute;-42;-50;-50;-50;6;7;7;1;7;7;Di Sinistra;Altro;Altro;Non ho votato;Altro;Altro;Sposata/o o convivi;Piccola città;Laurea triennale o equivalente;Lavoro come dipendente;;408;0;1;25-34
